客户姓名,信用评分,自动审批状态,申请细节
李四,710,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2018-12-16"", ""verificationStatus"": 2}"
张三,714,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-06-09"", ""verificationStatus"": 2}"
李四,705,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2012-04-05"", ""verificationStatus"": 2}"
李四,694,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-10-03"", ""verificationStatus"": 2}"
李四,700,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2016-03-13"", ""verificationStatus"": 2}"
张三,696,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-06-15"", ""verificationStatus"": 2}"
张三,679,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2018-08-07"", ""verificationStatus"": 2}"
张三,676,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2018-07-08"", ""verificationStatus"": 2}"
李四,677,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-10-13"", ""verificationStatus"": 2}"
张三,694,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2007-10-23"", ""verificationStatus"": 2}"
张三,670,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-02-14"", ""verificationStatus"": 2}"
李四,700,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2009-06-04"", ""verificationStatus"": 2}"
李四,713,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-04-12"", ""verificationStatus"": 2}"
李四,707,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2017-11-29"", ""verificationStatus"": 2}"
张三,684,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2008-09-30"", ""verificationStatus"": 2}"
张三,702,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2007-07-31"", ""verificationStatus"": 2}"
张三,711,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2018-08-07"", ""verificationStatus"": 2}"
张三,696,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2016-10-29"", ""verificationStatus"": 2}"
李四,713,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2012-12-03"", ""verificationStatus"": 2}"
张三,671,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-09-16"", ""verificationStatus"": 2}"
李四,680,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2008-03-15"", ""verificationStatus"": 2}"
张三,694,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2016-02-02"", ""verificationStatus"": 2}"
张三,691,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2018-05-14"", ""verificationStatus"": 2}"
张三,699,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2017-10-06"", ""verificationStatus"": 2}"
张三,709,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2013-01-10"", ""verificationStatus"": 2}"
李四,702,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2015-11-03"", ""verificationStatus"": 2}"
李四,700,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2011-01-22"", ""verificationStatus"": 2}"
李四,684,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-07-30"", ""verificationStatus"": 2}"
张三,689,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2017-04-01"", ""verificationStatus"": 2}"
张三,674,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2017-09-21"", ""verificationStatus"": 2}"
李四,695,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2009-01-25"", ""verificationStatus"": 2}"
李四,686,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2012-02-25"", ""verificationStatus"": 2}"
李四,677,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-03-01"", ""verificationStatus"": 2}"
张三,693,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-02-09"", ""verificationStatus"": 2}"
张三,712,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2010-01-25"", ""verificationStatus"": 2}"
张三,707,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2007-02-27"", ""verificationStatus"": 2}"
李四,672,通过,"{""term"": 5, ""grade"": ""A"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 140638.3, ""interestRate"": 6.01, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""3 years"", ""homeOwnership"": 0, ""issueDate"": ""2017-12-30"", ""verificationStatus"": 2}"
张三,667,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2017-08-10"", ""verificationStatus"": 2}"
李四,662,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2014-09-11"", ""verificationStatus"": 2}"
张三,648,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2012-06-02"", ""verificationStatus"": 2}"
李四,652,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2013-12-26"", ""verificationStatus"": 2}"
张三,653,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2007-03-15"", ""verificationStatus"": 2}"
李四,660,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2018-06-01"", ""verificationStatus"": 2}"
张三,655,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2008-09-26"", ""verificationStatus"": 2}"
李四,654,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2012-01-28"", ""verificationStatus"": 2}"
李四,668,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2015-07-20"", ""verificationStatus"": 2}"
张三,669,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2012-03-12"", ""verificationStatus"": 2}"
张三,654,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2017-10-16"", ""verificationStatus"": 2}"
李四,666,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2013-05-06"", ""verificationStatus"": 2}"
张三,657,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2009-09-05"", ""verificationStatus"": 2}"
李四,657,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2018-03-22"", ""verificationStatus"": 2}"
张三,660,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2015-05-22"", ""verificationStatus"": 2}"
李四,665,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2016-09-08"", ""verificationStatus"": 2}"
李四,653,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2015-12-28"", ""verificationStatus"": 2}"
李四,669,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2009-05-12"", ""verificationStatus"": 2}"
李四,660,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2009-09-15"", ""verificationStatus"": 2}"
张三,659,人工审核,"{""term"": 5, ""grade"": ""G"", ""dti"": 23.0, ""openAcc"": 5, ""loanAmnt"": 10000, ""annualIncome"": 100000.0, ""interestRate"": 15.0, ""employmentTitle"": 100.0, ""ficoRangeHigh"": 665, ""totalAcc"": 30, ""revolUtil"": 100.0, ""title"": 1000.0, ""n2"": 5, ""n14"": 5, ""employmentLength"": ""< 1 year"", ""homeOwnership"": 0, ""issueDate"": ""2014-09-19"", ""verificationStatus"": 2}"
